The C/EBPbeta isoform  liver-inhibitory protein (LIP)  induces autophagy in breast cancer cell lines.Autophagy is a process involving the bulk degradation of cellular components in the cytoplasm via the lysosomal degradation pathway. Autophagy manifests a protective role in stressful conditions such as nutrient or growth factor depletion; however  extensive degradation of regulatory molecules or organelles essential for survival can lead to the demise of the cell  or autophagy-mediated cell death. The role of autophagy in cancer is complex with roles in both tumor suppression and tumor promotion proposed. Here we report that an isoform of the C/EBPbeta transcription factor  liver-enriched inhibitory protein (LIP)  induces cell death in human breast cancer cells and stimulates autophagy. Overexpression of LIP is incompatible with cell growth and when cell cycle analysis was performed  a DNA profile of cells undergoing apoptosis was not observed. Instead  LIP expressing cells appeared to have large autophagic vesicles when examined via electron microscopy. Autophagy was further assessed in LIP expressing cells by monitoring the development of acidic vesicular organelles and conversion of LC3 from the cytoplasmic form to the membrane-bound form. Our work shows that C/EBPbeta isoform  LIP  is another member of the group of transcription factors  including E2F1 and p53  which are capable of playing a role in autophagy.,Autophagy_notLIR
FRS2α-mediated FGF signals suppress premature differentiation of cardiac stem cells through regulating autophagy activity.Although the fibroblast growth factor (FGF) signaling axis plays important roles in heart development  the molecular mechanism by which the FGF regulates cardiogenesis is not fully understood.,Autophagy_notLIR
Dihydromyricetin improves skeletal muscle insulin resistance by inducing autophagy via the AMPK signaling pathway.Skeletal muscle insulin resistance (SMIR) plays an important role in the pathogenesis of type 2 diabetes. Dihydromyricetin (DHM)  a natural flavonoid  exerts various bioactivities including anti-oxidative and hepatoprotective effects. Herein  we intended to determine the effect of DHM on SMIR and the underlying mechanisms. We found that DHM increased the expression of phosphorylated insulin receptor substrate-1  phosphorylated Akt and glucose uptake capacity in palmitate-treated L6 myotubes under insulin-stimulated conditions. The expression of light chain 3  Beclin 1  autophagy-related gene 5 (Atg5)  the degradation of sequestosome 1 and the formation of autophagosomes were also upregulated by DHM. Suppression of autophagy by 3-methyladenine and bafilomycin A1 or Atg5 and Beclin1 siRNA abolished the favorable effects of DHM on SMIR. Furthermore  DHM increased the levels of phosphorylated AMP-activated protein kinase (AMPK) and Ulk1  and decreased phosphorylated mTOR levels. AMPK inhibitor compound C (CC) and AMPK siRNA abrogated DHM-induced autophagy  subsequently suppressed DHM-induced SMIR improvement. Additionally  DHM inhibited the activity of F1F0-ATPase thereby activating AMPK. Finally  the results of in vivo study conducted in high fat diet-fed rats were consistent with the findings of in vitro study. In conclusion  DHM improved SMIR by inducing autophagy via the activation of AMPK signaling pathway.,Autophagy_notLIR
Stellettin A induces endoplasmic reticulum stress in murine B16 melanoma cells.Isomalabaricanes are a small class of rearranged triterpenoids obtained from marine sponges. Most of these are cytotoxic to tumor cells  but the underlying mechanism is not clear. In this study  it was demonstrated that stellettin A (1)  obtained from Geodia japonica  inhibited the growth of B16F10 murine melanoma cells by the induction of endoplasmic reticulum stress and accumulation of unfolded proteins. Immunoblotting analysis revealed abnormal glycosylation patterns of two melanoma marker proteins  tyrosinase and tyrosinase-related protein 1  and the retention of these proteins in the endoplasmic reticulum. Compound 1 induced the upregulation of the unfolded protein chaperone  glucose-regulated protein 78  in a dose-dependent manner. Increase of autophagosome-associated protein light chain 3 (LC3) in a membrane-bound form (LC3II) and its immunofluorescence co-localization with tyrosinase suggest the possible removal of deglycosylated and unfolded proteins by autophagy of the cells. There was no change in either the expression of the apoptosis marker protein Bcl-2 or the appearance of apoptotic nuclei in 1-treated cells. Taken together  1 is an endoplasmic reticulum stressor that inhibits the growth of B16 melanoma cells by induction of abnormal protein glycosylation and autophagy.,Autophagy_notLIR
Autophagy genes Smatg8 and Smatg4 are required for fruiting-body development  vegetative growth and ascospore germination in the filamentous ascomycete Sordaria macrospora.Autophagy is a tightly controlled degradation process involved in various developmental aspects of eukaryotes. However  its involvement in developmental processes of multicellular filamentous ascomycetes is largely unknown. Here  we analyzed the impact of the autophagic proteins SmATG8 and SmATG4 on the sexual and vegetative development of the filamentous ascomycete Sordaria macrospora. A Saccharomyces cerevisiae complementation assay demonstrated that the S. macrospora Smatg8 and Smatg4 genes can functionally replace the yeast homologs. By generating homokaryotic deletion mutants  we showed that the S. macrospora SmATG8 and SmATG4 orthologs were associated with autophagy-dependent processes. Smatg8 and Smatg4 deletions abolished fruiting-body formation and impaired vegetative growth and ascospore germination  but not hyphal fusion. We demonstrated that SmATG4 was capable of processing the SmATG8 precursor. SmATG8 was localized to autophagosomes  whereas SmATG4 was distributed throughout the cytoplasm of S. macrospora. Furthermore  we could show that Smatg8 and Smatg4 are not only required for nonselective macroautophagy  but for selective macropexophagy as well. Taken together  our results suggest that in S. macrospora  autophagy seems to be an essential and constitutively active process to sustain high energy levels for filamentous growth and multicellular development even under nonstarvation conditions.,Autophagy_notLIR
The Drosophila homolog of Aut1 is essential for autophagy and development.The Drosophila homolog of yeast Aut1  CG6877/Draut1  is a ubiquitously expressed cytosolic protein. Draut1 loss of function was achieved by expression of an inverted repeat transgene inducing RNA interference. The effect is temperature-dependent and resembles an allelic series as described by Fortier  E. and Belote  J.M. (Genesis 26 (2000) 240-244). Draut1 loss of function larvae are unable to induce autophagy and heterophagy in fat body cells before pupariation and die during metamorphosis. To our knowledge  this is the first report of a multicellular animal lacking the function of a gene participating in the protein conjugation systems of autophagy.,Autophagy_notLIR
Autophagy stimulation by rapamycin suppresses lung inflammation and infection by Burkholderia cenocepacia in a model of cystic fibrosis.Cystic fibrosis (CF) is the most common inherited lethal disease of Caucasians which results in multi organ dysfunction. However  85% of the deaths are due to pulmonary infections. Infection by Burkholderia cenocepacia (B. cepacia) is a particularly lethal threat to CF patients because it causes severe and persistent lung inflammation and is resistant to nearly all available antibiotics. In CFTR ΔF508 mouse macrophages  B. cepacia persists in vacuoles that do not fuse with the lysosomes and mediates increased production of IL-1β. It is believed that intracellular bacterial survival contributes to the persistence of the bacterium. Here we show for the first time that in wild-type macrophages but not in ΔF508 macrophages  many B. cepacia reside in autophagosomes that fuse with lysosomes at later stages of infection. Accordingly  association and intracellular survival of B. cepacia are higher in CFTR-ΔF508 (ΔF508) macrophages than in WT macrophages. An autophagosome is a compartment that engulfs non-functional organelles and parts of the cytoplasm then delivers them to the lysosome for degradation to produce nutrients during periods of starvation or stress. Furthermore  we show that B. cepacia downregulates autophagy genes in WT and ΔF508 macrophages. However  autophagy dysfunction is more pronounced in ΔF508 macrophages since they already have compromised autophagy activity. We demonstrate that the autophagy-stimulating agent  rapamycin markedly decreases B. cepacia infection in vitro by enhancing the clearance of B. cepacia via induced autophagy. In vivo  Rapamycin decreases bacterial burden in the lungs of CF mice and drastically reduces signs of lung inflammation. Together  our studies reveal that if efficiently activated  autophagy can control B. cepacia infection and ameliorate the associated inflammation. Therefore  autophagy is a novel target for new drug development for CF patients to control B. cepacia infection and accompanying inflammation.,Autophagy_notLIR
Autophagy and lysosomal proteolysis in the liver.Autophagy is defined as any process whereby cellular macromolecules destined for degradation gain access to the lysosomes. A review is presented on the physiological significance  mechanisms and regulation of autophagy in hepatocytes  concentrating on the issue of regulation. The article ends by discussing techniques available for future research.,Autophagy_notLIR
Failure of amino acid homeostasis causes cell death following proteasome inhibition.The ubiquitin-proteasome system targets many cellular proteins for degradation and thereby controls most cellular processes. Although it is well established that proteasome inhibition is lethal  the underlying mechanism is unknown. Here  we show that proteasome inhibition results in a lethal amino acid shortage. In yeast  mammalian cells  and flies  the deleterious consequences of proteasome inhibition are rescued by amino acid supplementation. In all three systems  this rescuing effect occurs without noticeable changes in the levels of proteasome substrates. In mammalian cells  the amino acid scarcity resulting from proteasome inhibition is the signal that causes induction of both the integrated stress response and autophagy  in an unsuccessful attempt to replenish the pool of intracellular amino acids. These results reveal that cells can tolerate protein waste  but not the amino acid scarcity resulting from proteasome inhibition.,Autophagy_notLIR
Autophagy sustains the replication of porcine reproductive and respiratory virus in host cells.In this study  we confirmed the autophagy induced by porcine reproductive and respiratory syndrome virus (PRRSV) in permissive cells and investigated the role of autophagy in the replication of PRRSV. We first demonstrated that PRRSV infection significantly results in the increased double-membrane vesicles  the accumulation of LC3 fluorescence puncta  and the raised ratio of LC3-II/β-actin  in MARC-145 cells. Then we discovered that induction of autophagy by rapamycin significantly enhances the viral titers of PRRSV  while inhibition of autophagy by 3-MA and silencing of LC3 gene by siRNA reduces the yield of PRRSV. The results showed functional autolysosomes can be formed after PRRSV infection and the autophagosome-lysosome-fusion inhibitor decreases the virus titers. We also examined the induction of autophagy by PRRSV infection in pulmonary alveolar macrophages. These findings indicate that autophagy induced by PRRSV infection plays a role in sustaining the replication of PRRSV in host cells.,Autophagy_notLIR
